EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,JobRole,MonthlyIncome,SalarySlab,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Count
RM1399,33,26-35,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,Healthcare Representative,5968,5k-10k,20,4,3,9,9,7,2,8.0,0
RM1416,33,26-35,No,Non-Travel,Research & Development,1,Medical,1,Male,Laboratory Technician,2008,Upto 5k,12,3,3,1,1,1,0,0.0,0
RM1426,33,26-35,No,TravelRarely,Research & Development,15,Medical,1,Female,Healthcare Representative,4878,Upto 5k,13,3,1,10,9,7,8,1.0,0
RM014,34,26-35,No,TravelRarely,Research & Development,19,Medical,1,Male,Laboratory Technician,2661,Upto 5k,11,3,3,3,2,2,1,2.0,0
RM047,34,26-35,No,Non-Travel,Sales,23,Marketing,1,Male,Sales Executive,4568,Upto 5k,20,4,3,10,9,5,8,7.0,0
RM085,34,26-35,No,TravelRarely,Research & Development,1,Medical,1,Male,Manufacturing Director,4325,Upto 5k,15,3,3,5,5,2,1,3.0,0
RM104,34,26-35,No,TravelRarely,Research & Development,6,Other,1,Female,Research Scientist,4809,Upto 5k,14,3,3,16,16,13,2,10.0,0
RM112,34,26-35,Yes,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,6074,5k-10k,24,4,4,9,9,7,0,6.0,1
RM115,34,26-35,No,TravelRarely,Research & Development,6,Life Sciences,1,Female,Research Scientist,4505,Upto 5k,15,3,3,12,1,0,0,0.0,0
RM117,34,26-35,No,TravelRarely,Research & Development,5,Medical,1,Female,Manager,11631,10k-15k,12,3,4,14,11,10,5,8.0,0
RM160,34,26-35,No,Travel_Frequently,Sales,2,Marketing,1,Female,Sales Representative,2231,Upto 5k,18,3,4,6,4,3,1,2.0,0
RM182,34,26-35,No,TravelRarely,Research & Development,27,Medical,1,Female,Research Scientist,2311,Upto 5k,15,3,4,9,3,2,1,2.0,0
RM189,34,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Manufacturing Director,9547,5k-10k,17,3,3,10,10,9,1,9.0,0
RM203,34,26-35,No,Travel_Frequently,Research & Development,10,Medical,1,Male,Research Scientist,3815,Upto 5k,17,3,4,5,5,3,2,0.0,0
RM248,34,26-35,No,TravelRarely,Research & Development,2,Life Sciences,1,Male,Manufacturing Director,5957,5k-10k,13,3,2,13,11,9,5,9.0,0
RM379,34,26-35,Yes,Non-Travel,Sales,19,Marketing,1,Male,Sales Executive,5304,5k-10k,13,3,2,9,5,2,0,4.0,1
RM394,34,26-35,No,Non-Travel,Sales,4,Marketing,1,Female,Sales Executive,6538,5k-10k,15,3,1,6,3,2,1,2.0,0
RM416,34,26-35,Yes,Travel_Frequently,Sales,6,Marketing,1,Female,Sales Representative,2351,Upto 5k,16,3,4,3,2,2,1,0.0,1
RM433,34,26-35,No,TravelRarely,Research & Development,2,Life Sciences,1,Male,Research Scientist,2768,Upto 5k,12,3,3,14,7,3,5,7.0,0
RM441,34,26-35,Yes,Travel_Frequently,Human Resources,23,Human Resources,1,Female,Human Resources,9950,5k-10k,15,3,3,11,3,2,0,2.0,1
RM463,34,26-35,No,TravelRarely,Sales,21,Life Sciences,1,Male,Sales Executive,5337,5k-10k,12,3,4,10,10,7,5,7.0,0
RM482,34,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Male,Research Scientist,3622,Upto 5k,13,3,4,6,6,5,1,3.0,0
RM495,34,26-35,No,TravelRarely,Sales,14,Technical Degree,1,Female,Sales Representative,2579,Upto 5k,18,3,4,8,8,2,0,6.0,0
RM504,34,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Male,Research Scientist,2691,Upto 5k,12,3,4,10,10,9,8,8.0,0
RM525,34,26-35,No,TravelRarely,Research & Development,9,Medical,1,Female,Healthcare Representative,8621,5k-10k,14,3,2,9,8,7,7,7.0,0
RM550,34,26-35,No,TravelRarely,Research & Development,8,Medical,1,Female,Healthcare Representative,6142,5k-10k,11,3,4,10,5,1,4,3.0,0
RM561,34,26-35,No,TravelRarely,Research & Development,8,Life Sciences,1,Female,Manufacturing Director,5121,5k-10k,14,3,3,7,0,0,0,0.0,0
RM568,34,26-35,No,TravelRarely,Sales,2,Other,1,Male,Sales Executive,6274,5k-10k,22,4,3,6,6,5,1,4.0,0
RM575,34,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,3280,Upto 5k,16,3,3,10,4,2,1,3.0,0
RM580,34,26-35,No,TravelRarely,Research & Development,2,Medical,1,Female,Research Scientist,4381,Upto 5k,11,3,3,6,6,5,1,3.0,0
RM584,34,26-35,No,TravelRarely,Sales,8,Life Sciences,1,Female,Sales Executive,6500,5k-10k,17,3,2,6,3,2,1,2.0,0
RM607,34,26-35,No,Travel_Frequently,Research & Development,16,Life Sciences,1,Female,Research Scientist,2553,Upto 5k,16,3,3,6,5,2,1,3.0,0
RM614,34,26-35,No,TravelRarely,Human Resources,3,Human Resources,1,Male,Human Resources,3737,Upto 5k,19,3,3,4,3,2,0,2.0,0
RM672,34,26-35,No,TravelRarely,Research & Development,10,Life Sciences,1,Male,Laboratory Technician,2008,Upto 5k,14,3,2,1,1,0,1,0.0,0
RM758,34,26-35,No,TravelRarely,Sales,1,Marketing,1,Male,Sales Executive,9725,5k-10k,11,3,4,16,15,1,0,9.0,0
RM764,34,26-35,No,TravelRarely,Sales,10,Life Sciences,1,Female,Sales Representative,2220,Upto 5k,19,3,4,1,1,1,0,0.0,0
RM795,34,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,Healthcare Representative,7756,5k-10k,17,3,3,7,6,2,0,4.0,0
RM804,34,26-35,No,Non-Travel,Research & Development,3,Life Sciences,1,Male,Research Scientist,2979,Upto 5k,17,3,4,6,0,0,0,0.0,0
RM823,34,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Manufacturing Director,4033,Upto 5k,11,3,4,5,3,2,0,2.0,0
RM835,34,26-35,No,TravelRarely,Sales,9,Life Sciences,1,Female,Sales Executive,5714,5k-10k,20,4,1,6,6,5,1,3.0,0
RM848,34,26-35,No,Travel_Frequently,Research & Development,1,Medical,1,Male,Healthcare Representative,5343,5k-10k,20,4,3,14,13,9,4,9.0,0
RM907,34,26-35,No,TravelRarely,Research & Development,20,Technical Degree,1,Female,Research Scientist,2585,Upto 5k,17,3,4,2,1,0,0,0.0,0
RM918,34,26-35,No,TravelRarely,Sales,2,Marketing,1,Female,Sales Executive,4538,Upto 5k,12,3,4,4,3,2,0,2.0,0
RM921,34,26-35,No,Travel_Frequently,Research & Development,19,Medical,1,Female,Laboratory Technician,4444,Upto 5k,13,3,3,15,11,8,5,10.0,0
RM924,34,26-35,No,Travel_Frequently,Human Resources,11,Life Sciences,1,Male,Human Resources,4490,Upto 5k,11,3,4,14,10,9,1,8.0,0
RM959,34,26-35,No,TravelRarely,Research & Development,9,Life Sciences,1,Male,Healthcare Representative,8500,5k-10k,11,3,4,10,9,7,1,6.0,0
RM965,34,26-35,No,TravelRarely,Sales,15,Medical,1,Female,Sales Executive,6125,5k-10k,12,3,4,10,10,8,9,6.0,0
RM978,34,26-35,No,Non-Travel,Research & Development,26,Technical Degree,1,Female,Research Scientist,2029,Upto 5k,20,4,3,5,5,4,0,0.0,0
RM980,34,26-35,No,TravelRarely,Research & Development,29,Medical,1,Male,Laboratory Technician,5429,5k-10k,13,3,1,10,8,7,7,7.0,0
RM984,34,26-35,No,TravelRarely,Research & Development,2,Technical Degree,1,Female,Healthcare Representative,6687,5k-10k,11,3,4,14,14,11,4,11.0,0
RM1016,34,26-35,No,Travel_Frequently,Research & Development,1,Other,1,Male,Research Scientist,2996,Upto 5k,14,3,3,10,4,3,1,3.0,0
RM1028,34,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Laboratory Technician,3294,Upto 5k,17,3,1,7,5,4,0,2.0,0
RM1040,34,26-35,Yes,TravelRarely,Human Resources,9,Technical Degree,1,Female,Human Resources,2742,Upto 5k,15,3,4,2,2,2,2,2.0,1
RM1049,34,26-35,No,TravelRarely,Sales,3,Other,1,Male,Sales Executive,4759,Upto 5k,18,3,4,15,13,9,3,12.0,0
RM1056,34,26-35,No,Travel_Frequently,Research & Development,15,Medical,1,Male,Research Director,17007,15k+,14,3,4,16,14,8,6,9.0,0
RM1059,34,26-35,Yes,TravelRarely,Sales,24,Medical,1,Female,Sales Executive,4599,Upto 5k,23,4,3,16,15,9,10,10.0,1
RM1085,34,26-35,No,TravelRarely,Sales,1,Technical Degree,1,Male,Sales Executive,7083,5k-10k,14,3,4,10,10,9,8,6.0,0
RM1088,34,26-35,No,TravelRarely,Sales,7,Technical Degree,1,Male,Sales Representative,2308,Upto 5k,25,4,2,12,11,10,5,7.0,0
RM1116,34,26-35,No,TravelRarely,Research & Development,7,Medical,1,Male,Research Scientist,2972,Upto 5k,13,3,3,1,1,0,0,0.0,0
RM1118,34,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Male,Research Scientist,5484,5k-10k,17,3,2,9,2,2,2,1.0,0
RM1132,34,26-35,No,Travel_Frequently,Research & Development,10,Technical Degree,1,Male,Healthcare Representative,5063,5k-10k,14,3,2,8,8,2,7,7.0,0
RM1147,34,26-35,No,Travel_Frequently,Research & Development,10,Life Sciences,1,Male,Manufacturing Director,4724,Upto 5k,13,3,1,9,9,7,7,2.0,0
RM1180,34,26-35,No,TravelRarely,Research & Development,3,Life Sciences,1,Female,Research Scientist,5433,5k-10k,12,3,3,11,11,8,7,9.0,0
RM1209,34,26-35,No,TravelRarely,Research & Development,5,Medical,1,Male,Laboratory Technician,3986,Upto 5k,14,3,3,15,15,10,4,13.0,0
RM1213,34,26-35,No,TravelRarely,Research & Development,19,Life Sciences,1,Female,Research Scientist,2929,Upto 5k,12,3,2,10,10,9,8,7.0,0
RM1253,34,26-35,No,TravelRarely,Research & Development,2,Medical,1,Male,Research Scientist,2932,Upto 5k,14,3,1,6,5,0,1,2.0,0
RM1268,34,26-35,No,Non-Travel,Sales,10,Life Sciences,1,Male,Sales Executive,4001,Upto 5k,14,3,3,15,15,14,0,7.0,0
RM1271,34,26-35,No,TravelRarely,Sales,3,Life Sciences,1,Female,Sales Executive,6029,5k-10k,12,3,1,6,2,2,2,2.0,0
RM1291,34,26-35,Yes,Travel_Frequently,Research & Development,9,Life Sciences,1,Male,Laboratory Technician,5346,5k-10k,17,3,3,11,7,1,0,7.0,1
RM1301,34,26-35,No,TravelRarely,Sales,8,Technical Degree,1,Male,Sales Executive,6799,5k-10k,21,4,3,10,10,8,4,8.0,0
RM1343,34,26-35,No,TravelRarely,Sales,4,Life Sciences,1,Male,Sales Executive,9713,5k-10k,13,3,4,9,5,3,1,0.0,0
RM1354,34,26-35,Yes,Non-Travel,Research & Development,16,Technical Degree,1,Male,Research Scientist,2307,Upto 5k,23,4,2,5,5,2,3,0.0,1
RM1360,34,26-35,No,TravelRarely,Sales,3,Medical,1,Female,Sales Executive,8103,5k-10k,12,3,3,9,4,2,0,1.0,0
RM1369,34,26-35,No,Travel_Frequently,Research & Development,22,Other,1,Male,Research Scientist,5747,5k-10k,15,3,2,16,15,10,6,11.0,0
RM1385,34,26-35,No,TravelRarely,Sales,1,Marketing,1,Male,Sales Executive,9888,5k-10k,21,4,1,14,14,8,2,1.0,0
RM1386,34,26-35,No,TravelRarely,Sales,13,Medical,1,Male,Sales Executive,8628,5k-10k,18,3,3,9,8,7,1,1.0,0
RM1447,34,26-35,No,TravelRarely,Sales,28,Marketing,1,Female,Sales Executive,6712,5k-10k,21,4,4,8,8,7,1,7.0,0
RM1470,34,26-35,No,TravelRarely,Research & Development,8,Medical,1,Male,Laboratory Technician,4404,Upto 5k,12,3,1,6,4,3,1,2.0,0
RM011,35,26-35,No,TravelRarely,Research & Development,16,Medical,1,Male,Laboratory Technician,2426,Upto 5k,13,3,3,6,5,4,0,3.0,0
RM038,35,26-35,No,TravelRarely,Sales,2,Marketing,1,Female,Sales Representative,2014,Upto 5k,13,3,1,2,2,2,2,2.0,0
RM041,35,26-35,No,TravelRarely,Research & Development,4,Other,1,Male,Laboratory Technician,1951,Upto 5k,12,3,3,1,1,0,0,0.0,0
RM050,35,26-35,No,TravelRarely,Research & Development,8,Life Sciences,1,Male,Laboratory Technician,2269,Upto 5k,19,3,4,1,1,0,0,1.0,0
RM054,35,26-35,No,Non-Travel,Research & Development,11,Medical,1,Male,Healthcare Representative,9884,5k-10k,13,3,3,10,4,0,2,3.0,0
RM057,35,26-35,No,Travel_Frequently,Sales,18,Life Sciences,1,Male,Sales Executive,9069,5k-10k,22,4,4,9,9,8,1,8.0,0
RM058,35,26-35,No,TravelRarely,Research & Development,23,Medical,1,Female,Laboratory Technician,4014,Upto 5k,15,3,3,4,2,2,2,2.0,0
RM069,35,26-35,No,Travel_Frequently,Research & Development,1,Medical,1,Male,Research Scientist,2194,Upto 5k,13,3,4,5,3,2,1,2.0,0
RM082,35,26-35,No,TravelRarely,Research & Development,1,Medical,1,Male,Research Scientist,2859,Upto 5k,18,3,1,6,6,4,0,4.0,0
RM152,35,26-35,No,TravelRarely,Sales,1,Marketing,1,Male,Sales Executive,7295,5k-10k,13,3,1,10,10,8,0,6.0,0
RM193,35,26-35,Yes,TravelRarely,Research & Development,23,Life Sciences,1,Male,Manufacturing Director,5916,5k-10k,13,3,1,8,1,0,0,1.0,1
RM197,35,26-35,No,Travel_Frequently,Research & Development,2,Medical,1,Female,Laboratory Technician,4425,Upto 5k,11,3,4,10,6,2,1,2.0,0
RM229,35,26-35,No,Travel_Frequently,Sales,1,Marketing,1,Female,Sales Executive,8789,5k-10k,14,3,1,10,10,7,0,8.0,0
RM277,35,26-35,No,TravelRarely,Research & Development,22,Life Sciences,1,Female,Manager,11996,10k-15k,18,3,2,10,7,7,6,2.0,0
RM298,35,26-35,No,TravelRarely,Sales,16,Marketing,1,Male,Sales Executive,8020,5k-10k,15,3,3,12,11,9,6,9.0,0
RM345,35,26-35,No,TravelRarely,Research & Development,5,Technical Degree,1,Male,Manufacturing Director,8095,5k-10k,13,3,4,17,16,6,0,13.0,0
RM373,35,26-35,No,TravelRarely,Research & Development,9,Life Sciences,1,Male,Healthcare Representative,6540,5k-10k,19,3,3,10,1,1,0,0.0,0
RM431,35,26-35,No,TravelRarely,Research & Development,22,Life Sciences,1,Male,Laboratory Technician,4230,Upto 5k,15,3,3,6,5,4,4,3.0,0
RM439,35,26-35,No,TravelRarely,Research & Development,16,Life Sciences,1,Male,Healthcare Representative,7632,5k-10k,12,3,3,10,8,7,0,0.0,0
RM448,35,26-35,No,TravelRarely,Sales,1,Marketing,1,Male,Sales Executive,4717,Upto 5k,11,3,3,15,11,9,6,9.0,0
RM462,35,26-35,No,TravelRarely,Sales,1,Medical,1,Female,Sales Executive,4859,Upto 5k,16,3,4,5,5,4,0,3.0,0
RM484,35,26-35,No,TravelRarely,Research & Development,25,Other,1,Male,Laboratory Technician,3681,Upto 5k,14,3,4,9,3,2,0,2.0,0
RM509,35,26-35,No,TravelRarely,Research & Development,6,Life Sciences,1,Male,Research Scientist,6646,5k-10k,13,3,2,17,17,11,11,8.0,0
RM516,35,26-35,No,Non-Travel,Research & Development,3,Life Sciences,1,Male,Laboratory Technician,1281,Upto 5k,18,3,3,1,1,0,0,0.0,0
RM558,35,26-35,No,Non-Travel,Research & Development,2,Life Sciences,1,Female,Healthcare Representative,5093,5k-10k,11,3,1,16,1,0,0,0.0,0
RM581,35,26-35,No,TravelRarely,Sales,8,Life Sciences,1,Female,Sales Representative,2572,Upto 5k,16,3,2,3,3,2,0,2.0,0
RM597,35,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,2506,Upto 5k,13,3,3,7,2,2,2,2.0,0
RM612,35,26-35,No,TravelRarely,Research & Development,7,Other,1,Male,Manufacturing Director,10221,10k-15k,21,4,2,17,8,5,1,6.0,0
RM621,35,26-35,No,TravelRarely,Research & Development,27,Medical,1,Female,Research Scientist,2559,Upto 5k,11,3,4,6,6,5,1,1.0,0
RM636,35,26-35,No,TravelRarely,Research & Development,9,Life Sciences,1,Female,Manufacturing Director,10685,10k-15k,20,4,2,17,17,14,5,15.0,0
RM637,35,26-35,Yes,Travel_Frequently,Research & Development,25,Life Sciences,1,Female,Research Scientist,2022,Upto 5k,19,3,1,10,10,2,7,8.0,1
RM648,35,26-35,No,TravelRarely,Research & Development,25,Technical Degree,1,Male,Manufacturing Director,10903,10k-15k,16,3,1,16,13,10,4,8.0,0
RM677,35,26-35,No,TravelRarely,Research & Development,21,Life Sciences,1,Female,Healthcare Representative,4014,Upto 5k,25,4,4,10,10,6,0,7.0,0
RM699,35,26-35,No,TravelRarely,Sales,18,Medical,1,Female,Sales Executive,4601,Upto 5k,16,3,2,5,5,2,1,0.0,0
RM705,35,26-35,No,TravelRarely,Sales,3,Life Sciences,1,Male,Sales Executive,7823,5k-10k,13,3,2,12,10,9,0,8.0,0
RM726,35,26-35,Yes,TravelRarely,Research & Development,14,Other,1,Male,Laboratory Technician,3743,Upto 5k,24,4,4,5,4,2,0,2.0,1
RM730,35,26-35,No,TravelRarely,Research & Development,25,Medical,1,Female,Healthcare Representative,10388,10k-15k,11,3,3,16,16,10,10,1.0,0
RM741,35,26-35,No,TravelRarely,Research & Development,10,Other,1,Male,Laboratory Technician,3917,Upto 5k,20,4,1,3,3,2,1,2.0,0
RM792,35,26-35,Yes,TravelRarely,Sales,4,Technical Degree,1,Male,Sales Executive,9582,5k-10k,22,4,1,9,8,7,4,7.0,1
RM821,35,26-35,No,Travel_Frequently,Sales,11,Marketing,1,Male,Sales Executive,4968,Upto 5k,11,3,4,5,5,2,0,2.0,0
RM836,35,26-35,No,TravelRarely,Human Resources,8,Technical Degree,1,Male,Human Resources,4323,Upto 5k,17,3,2,6,5,4,1,4.0,0
RM841,35,26-35,No,TravelRarely,Research & Development,1,Medical,1,Male,Laboratory Technician,2258,Upto 5k,12,3,2,10,8,0,1,7.0,0
RM847,35,26-35,No,TravelRarely,Research & Development,2,Life Sciences,1,Male,Manufacturing Director,10274,10k-15k,18,3,2,15,7,7,6,4.0,0
RM849,35,26-35,No,Travel_Frequently,Research & Development,4,Other,1,Male,Laboratory Technician,2376,Upto 5k,13,3,2,2,2,2,2,2.0,0
RM871,35,26-35,No,TravelRarely,Sales,17,Life Sciences,1,Male,Sales Executive,8966,5k-10k,15,3,4,15,7,7,1,7.0,0
RM889,35,26-35,No,Non-Travel,Sales,8,Marketing,1,Female,Sales Executive,10377,10k-15k,11,3,2,16,13,2,4,12.0,0
RM925,35,26-35,No,TravelRarely,Research & Development,6,Life Sciences,1,Male,Research Scientist,3506,Upto 5k,14,3,4,4,3,2,2,2.0,0
RM962,35,26-35,No,Travel_Frequently,Research & Development,4,Life Sciences,1,Male,Research Scientist,4249,Upto 5k,11,3,2,9,9,6,1,1.0,0
RM974,35,26-35,No,TravelRarely,Research & Development,1,Medical,1,Female,Laboratory Technician,5363,5k-10k,12,3,2,10,9,7,0,0.0,0
RM982,35,26-35,Yes,Travel_Frequently,Sales,18,Marketing,1,Female,Sales Executive,4614,Upto 5k,18,3,3,5,4,2,3,2.0,1
RM1003,35,26-35,No,Travel_Frequently,Research & Development,18,Life Sciences,1,Male,Manufacturing Director,9362,5k-10k,11,3,3,10,2,2,2,2.0,0
RM1060,35,26-35,No,TravelRarely,Sales,7,Life Sciences,1,Male,Sales Representative,2404,Upto 5k,13,3,1,1,1,0,0,0.0,0
RM1082,35,26-35,No,TravelRarely,Research & Development,16,Life Sciences,1,Female,Healthcare Representative,8606,5k-10k,19,3,4,11,11,8,3,3.0,0
RM1101,35,26-35,No,TravelRarely,Sales,28,Life Sciences,1,Female,Sales Representative,2430,Upto 5k,23,4,1,6,5,3,4,2.0,0
RM1109,35,26-35,No,TravelRarely,Research & Development,1,Medical,1,Male,Laboratory Technician,2450,Upto 5k,19,3,2,3,3,0,1,2.0,0
RM1111,35,26-35,Yes,TravelRarely,Research & Development,2,Life Sciences,1,Female,Laboratory Technician,2074,Upto 5k,12,3,4,1,1,0,0,0.0,1
RM1124,35,26-35,No,TravelRarely,Research & Development,10,Medical,1,Female,Healthcare Representative,6142,5k-10k,16,3,3,10,5,2,0,4.0,0
RM1131,35,26-35,No,TravelRarely,Research & Development,28,Life Sciences,1,Male,Laboratory Technician,3407,Upto 5k,17,3,4,10,10,9,6,8.0,0
RM1135,35,26-35,No,TravelRarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,2690,Upto 5k,18,3,4,1,1,0,0,1.0,0
RM1151,35,26-35,No,TravelRarely,Research & Development,18,Life Sciences,1,Male,Research Scientist,5208,5k-10k,11,3,4,16,16,15,1,10.0,0
RM1158,35,26-35,No,Non-Travel,Research & Development,8,Life Sciences,1,Female,Healthcare Representative,4148,Upto 5k,12,3,4,15,14,11,2,9.0,0
RM1163,35,26-35,Yes,TravelRarely,Sales,10,Medical,1,Male,Sales Executive,10306,10k-15k,17,3,3,15,13,12,6,0.0,1
RM1168,35,26-35,Yes,TravelRarely,Sales,15,Medical,1,Male,Sales Executive,5440,5k-10k,14,3,4,7,2,2,2,2.0,1
RM1187,35,26-35,Yes,Travel_Frequently,Sales,12,Other,1,Male,Sales Executive,4581,Upto 5k,24,4,1,13,11,9,6,7.0,1
RM1216,35,26-35,No,Travel_Frequently,Research & Development,2,Medical,1,Male,Research Scientist,4930,Upto 5k,14,3,3,6,5,4,1,4.0,0
RM1233,35,26-35,No,TravelRarely,Research & Development,27,Life Sciences,1,Male,Manufacturing Director,6883,5k-10k,16,3,2,17,7,7,0,7.0,0
RM1282,35,26-35,Yes,TravelRarely,Sales,27,Life Sciences,1,Male,Sales Executive,5813,5k-10k,18,3,4,10,10,7,7,7.0,1
RM1289,35,26-35,No,Non-Travel,Research & Development,2,Medical,1,Male,Manufacturing Director,5762,5k-10k,14,3,3,15,7,7,1,7.0,0
RM1303,35,26-35,No,TravelRarely,Research & Development,23,Medical,1,Male,Laboratory Technician,2705,Upto 5k,16,3,2,6,5,4,0,3.0,0
RM1346,35,26-35,No,TravelRarely,Research & Development,16,Other,1,Female,Manufacturing Director,4788,Upto 5k,11,3,4,4,3,2,0,2.0,0
RM1381,35,26-35,No,TravelRarely,Sales,18,Medical,1,Male,Sales Executive,5561,5k-10k,16,3,4,6,5,3,0,4.0,0
RM1393,35,26-35,No,TravelRarely,Sales,7,Life Sciences,1,Female,Sales Executive,5204,5k-10k,11,3,4,10,10,8,0,9.0,0
RM1423,35,26-35,No,TravelRarely,Research & Development,11,Medical,1,Male,Laboratory Technician,2660,Upto 5k,11,3,3,5,2,2,2,2.0,0
RM1425,35,26-35,No,TravelRarely,Research & Development,9,Medical,1,Male,Research Scientist,5098,5k-10k,19,3,2,10,10,7,0,8.0,0
RM1451,35,26-35,No,TravelRarely,Human Resources,26,Life Sciences,1,Female,Human Resources,8837,5k-10k,16,3,3,9,9,0,1,7.0,0
RM1457,35,26-35,No,Travel_Frequently,Research & Development,18,Life Sciences,1,Male,Healthcare Representative,5689,5k-10k,14,3,4,10,10,2,0,2.0,0
RM1459,35,26-35,No,TravelRarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,2977,Upto 5k,12,3,4,4,4,3,1,1.0,0
RM010,36,36-45,No,TravelRarely,Research & Development,27,Medical,1,Male,Healthcare Representative,5237,5k-10k,13,3,2,17,7,7,7,7.0,0
RM022,36,36-45,Yes,TravelRarely,Sales,9,Life Sciences,1,Male,Sales Representative,3407,Upto 5k,23,4,2,10,5,3,0,3.0,1
RM039,36,36-45,No,TravelRarely,Research & Development,5,Life Sciences,1,Female,Research Scientist,3419,Upto 5k,14,3,4,6,1,1,0,0.0,0
RM065,36,36-45,No,TravelRarely,Research & Development,8,Technical Degree,1,Female,Healthcare Representative,10096,10k-15k,13,3,2,17,17,14,12,8.0,0
RM067,36,36-45,No,Travel_Frequently,Research & Development,11,Life Sciences,1,Male,Manufacturing Director,6499,5k-10k,13,3,3,6,6,5,0,3.0,0
RM118,36,36-45,No,Travel_Frequently,Sales,11,Technical Degree,1,Female,Sales Executive,9738,5k-10k,14,3,3,10,9,7,2,8.0,0
RM119,36,36-45,No,TravelRarely,Research & Development,3,Life Sciences,1,Female,Laboratory Technician,2835,Upto 5k,22,4,1,7,1,0,0,0.0,0
RM136,36,36-45,No,TravelRarely,Research & Development,6,Medical,1,Male,Manufacturing Director,4941,Upto 5k,20,4,4,7,3,2,0,1.0,0
RM173,36,36-45,No,Travel_Frequently,Research & Development,3,Medical,1,Male,Laboratory Technician,2088,Upto 5k,12,3,3,13,8,7,7,2.0,0
RM221,36,36-45,No,TravelRarely,Research & Development,5,Life Sciences,1,Male,Laboratory Technician,5914,5k-10k,16,3,4,16,13,11,3,7.0,0
RM270,36,36-45,No,TravelRarely,Research & Development,6,Life Sciences,1,Male,Laboratory Technician,3210,Upto 5k,11,3,3,16,15,13,10,11.0,0
RM292,36,36-45,No,TravelRarely,Research & Development,3,Technical Degree,1,Male,Research Scientist,4485,Upto 5k,12,3,4,10,8,0,7,7.0,0
RM299,36,36-45,No,Travel_Frequently,Research & Development,18,Life Sciences,1,Male,Laboratory Technician,3688,Upto 5k,18,3,4,4,1,0,0,0.0,0
RM306,36,36-45,No,Non-Travel,Research & Development,24,Life Sciences,1,Female,Laboratory Technician,5674,5k-10k,15,3,3,11,9,8,0,8.0,0
RM378,36,36-45,No,TravelRarely,Research & Development,2,Life Sciences,1,Female,Research Scientist,2543,Upto 5k,13,3,2,6,2,2,2,2.0,0
RM385,36,36-45,No,TravelRarely,Sales,2,Medical,1,Male,Sales Executive,7596,5k-10k,13,3,2,10,10,9,9,0.0,0
RM443,36,36-45,No,Non-Travel,Sales,10,Medical,1,Male,Sales Executive,9980,5k-10k,14,3,4,10,10,3,9,7.0,0
RM512,36,36-45,No,TravelRarely,Research & Development,9,Medical,1,Male,Manufacturing Director,8847,5k-10k,11,3,3,13,3,2,0,2.0,0
RM542,36,36-45,No,Non-Travel,Research & Development,8,Life Sciences,1,Female,Research Director,11713,10k-15k,14,3,1,10,8,7,0,5.0,0
RM570,36,36-45,No,Non-Travel,Sales,8,Life Sciences,1,Male,Sales Executive,7587,5k-10k,15,3,2,10,10,7,0,9.0,0
RM594,36,36-45,No,TravelRarely,Research & Development,1,Other,1,Female,Manufacturing Director,5228,5k-10k,15,3,1,10,9,7,0,5.0,0
RM600,36,36-45,No,TravelRarely,Human Resources,13,Human Resources,1,Male,Human Resources,2143,Upto 5k,13,3,2,8,5,2,0,4.0,0
RM622,36,36-45,No,TravelRarely,Sales,1,Life Sciences,1,Male,Sales Executive,6201,5k-10k,14,3,4,18,18,14,4,11.0,0
RM634,36,36-45,No,TravelRarely,Human Resources,8,Life Sciences,1,Male,Human Resources,2342,Upto 5k,21,4,3,6,5,4,0,3.0,0
RM665,36,36-45,No,TravelRarely,Research & Development,14,Life Sciences,1,Male,Healthcare Representative,6586,5k-10k,17,3,1,17,16,8,4,11.0,0
RM681,36,36-45,No,TravelRarely,Research & Development,7,Other,1,Male,Research Scientist,4678,Upto 5k,18,3,3,8,6,2,0,1.0,0
RM688,36,36-45,No,TravelRarely,Research & Development,2,Medical,1,Male,Laboratory Technician,2519,Upto 5k,21,4,3,16,11,8,3,9.0,0
RM694,36,36-45,Yes,TravelRarely,Sales,3,Life Sciences,1,Male,Sales Executive,10325,10k-15k,11,3,1,16,16,7,3,7.0,1
